"","X1","X2","X3","X4","X5"
"666",6.65,1.18130203267538e-05,0.00137074102978176,0.00450622245706711,0.00599451462246603
"667",6.66,1.16268228349347e-05,0.00135884664433485,0.00447604010646586,0.00595813655652013
"668",6.67,1.14406253431155e-05,0.00134695225888794,0.0044458577558646,0.00592175849057421
"669",6.68,1.12544278512963e-05,0.00133505787344102,0.00441567540526333,0.00588538042462829
"670",6.69,1.10682303594771e-05,0.00132316348799411,0.00438549305466207,0.00584900235868236
"671",6.7,1.08820328676578e-05,0.00131126910254719,0.00435531070406079,0.00581262429273642
"672",6.71,1.07114573458145e-05,0.00129992239572111,0.00432610674881194,0.00577723273748716
"673",6.72,1.05408818239711e-05,0.00128857568889503,0.00429690279356308,0.00574184118223789
"674",6.73,1.03703063021277e-05,0.00127722898206895,0.00426769883831422,0.00570644962698861
"675",6.74,1.01997307802843e-05,0.00126588227524287,0.00423849488306536,0.00567105807173934
"676",6.75,1.00291552584409e-05,0.00125453556841678,0.00420929092781648,0.00563566651649004
"677",6.76,9.87281118295556e-06,0.00124370797393732,0.00418102734161899,0.00560122917603525
"678",6.77,9.71646710747038e-06,0.00123288037945787,0.00415276375542156,0.00556679183558054
"679",6.78,9.56012303198522e-06,0.00122205278497842,0.00412450016922414,0.00553235449512583
"680",6.79,9.40377895650006e-06,0.00121122519049898,0.00409623658302671,0.00549791715467112
"681",6.8,9.24743488101489e-06,0.00120039759601953,0.00406797299682928,0.00546347981421641
"682",6.81,9.10406232569111e-06,0.00119006216266665,0.00404061342011429,0.00542996562787357
"683",6.82,8.96068977036716e-06,0.00117972672931376,0.00401325384339923,0.00539645144153063
"684",6.83,8.81731721504321e-06,0.00116939129596086,0.00398589426668417,0.00536293725518769
"685",6.84,8.67394465971926e-06,0.00115905586260796,0.0039585346899691,0.00532942306884476
"686",6.85,8.53057210439527e-06,0.00114872042925506,0.00393117511325402,0.0052959088825018
"687",6.86,8.3990288411666e-06,0.00113885172217288,0.00390468477238297,0.00526328797110931
"688",6.87,8.26748557793791e-06,0.00112898301509069,0.0038781944315119,0.0052306670597168
"689",6.88,8.13594231470921e-06,0.00111911430800851,0.00385170409064083,0.0051980461483243
"690",6.89,8.00439905148051e-06,0.00110924560092632,0.00382521374976975,0.00516542523693179
"691",6.9,7.87285578825178e-06,0.00109937689384413,0.00379872340889867,0.00513280432553926
"692",6.91,7.75210572263957e-06,0.00108995090230995,0.00377306903964101,0.00510104794036504
"693",6.92,7.63135565702733e-06,0.00108052491077577,0.00374741467038335,0.00506929155519081
"694",6.93,7.51060559141509e-06,0.00107109891924159,0.00372176030112568,0.00503753517001657
"695",6.94,7.38985552580284e-06,0.00106167292770741,0.00369610593186801,0.00500577878484233
"696",6.95,7.26910546019057e-06,0.00105224693617322,0.00367045156261033,0.00497402239966808
"697",6.96,7.15820825727268e-06,0.00104324098737619,0.00364560133765406,0.00494310287378328
"698",6.97,7.04731105435476e-06,0.00103423503857916,0.00362075111269776,0.00491218334789846
"699",6.98,6.93641385143683e-06,0.00102522908978213,0.00359590088774147,0.00488126382201364
"700",6.99,6.82551664851891e-06,0.0010162231409851,0.00357105066278518,0.00485034429612882
"701",7,6.71461944560097e-06,0.00100721719218806,0.00354620043782887,0.00481942477024398
"702",7.01,6.6127212184894e-06,0.000998609870601741,0.00352212389809523,0.00478931547223235
"703",7.02,6.51082299137792e-06,0.000990002549015432,0.00349804735836162,0.00475920617422078
"704",7.03,6.40892476426645e-06,0.000981395227429125,0.00347397081862802,0.00472909687620921
"705",7.04,6.30702653715497e-06,0.000972787905842817,0.00344989427889442,0.00469898757819765
"706",7.05,6.2051283100435e-06,0.000964180584256509,0.00342581773916082,0.00466887828018608
"707",7.06,6.11145325719674e-06,0.000955951656219661,0.00340248572870773,0.00463955357006553
"708",7.07,6.01777820434988e-06,0.000947722728182796,0.00337915371825459,0.0046102288599449
"709",7.08,5.92410315150302e-06,0.000939493800145932,0.00335582170780144,0.00458090414982427
"710",7.09,5.83042809865616e-06,0.000931264872109068,0.00333248969734829,0.00455157943970363
"711",7.1,5.73675304580927e-06,0.000923035944072199,0.00330915768689513,0.00452225472958298
