"","X1","X2","X3","X4","X5"
"83",-6.688,1.60145736007964e-17,1.66389537435851e-09,8.78101182407436e-07,1.60709612912661e-05
"84",-6.672,1.78700443825632e-17,1.77422830402992e-09,9.20507098264301e-07,1.67110986944545e-05
"85",-6.656,1.97255151643299e-17,1.88456123370134e-09,9.62913014121165e-07,1.7351236097643e-05
"86",-6.64,2.15809859460967e-17,1.99489416337275e-09,1.00531892997803e-06,1.79913735008314e-05
"87",-6.624,2.4821984102296e-17,2.14644211018272e-09,1.05855895696631e-06,1.87595508810696e-05
"88",-6.608,2.8062982258495e-17,2.29799005699265e-09,1.11179898395458e-06,1.95277282613075e-05
"89",-6.592,3.13039804146937e-17,2.44953800380258e-09,1.16503901094285e-06,2.02959056415454e-05
"90",-6.576,3.45449785708927e-17,2.60108595061251e-09,1.21827903793112e-06,2.10640830217833e-05
"91",-6.56,3.77859767270914e-17,2.75263389742243e-09,1.27151906491938e-06,2.18322604020211e-05
"92",-6.544,4.34367254206327e-17,2.96042745059153e-09,1.33825131793641e-06,2.27526534303907e-05
"93",-6.528,4.90874741141739e-17,3.16822100376064e-09,1.40498357095344e-06,2.36730464587604e-05
"94",-6.512,5.47382228077152e-17,3.37601455692974e-09,1.47171582397047e-06,2.45934394871301e-05
"95",-6.496,6.03889715012565e-17,3.58380811009885e-09,1.5384480769875e-06,2.55138325154998e-05
"96",-6.48,6.60397201947978e-17,3.79160166326796e-09,1.60518033000453e-06,2.64342255438695e-05
"97",-6.464,7.58736909066682e-17,4.07601059638414e-09,1.6886831921038e-06,2.75352255643973e-05
"98",-6.448,8.57076616185387e-17,4.36041952950034e-09,1.77218605420307e-06,2.86362255849252e-05
"99",-6.432,9.55416323304093e-17,4.64482846261653e-09,1.85568891630234e-06,2.9737225605453e-05
"100",-6.416,1.0537560304228e-16,4.92923739573272e-09,1.9391917784016e-06,3.08382256259809e-05
"101",-6.4,1.1520957375415e-16,5.21364632884892e-09,2.02269464050087e-06,3.19392256465088e-05
"102",-6.384,1.3229164300524e-16,5.60222283050864e-09,2.1270034896093e-06,3.32541057270658e-05
"103",-6.368,1.4937371225633e-16,5.99079933216837e-09,2.23131233871772e-06,3.45689858076229e-05
"104",-6.352,1.6645578150742e-16,6.3793758338281e-09,2.33562118782615e-06,3.58838658881799e-05
"105",-6.336,1.8353785075851e-16,6.76795233548782e-09,2.43993003693457e-06,3.7198745968737e-05
"106",-6.32,2.006199200096e-16,7.15652883714756e-09,2.544238886043e-06,3.85136260492941e-05
"107",-6.304,2.30236397802613e-16,7.68646729898667e-09,2.67431094089154e-06,4.00812988014883e-05
"108",-6.288,2.59852875595627e-16,8.21640576082578e-09,2.80438299574008e-06,4.16489715536825e-05
"109",-6.272,2.89469353388641e-16,8.7463442226649e-09,2.93445505058862e-06,4.32166443058767e-05
"110",-6.256,3.19085831181655e-16,9.27628268450401e-09,3.06452710543717e-06,4.47843170580709e-05
"111",-6.24,3.48702308974669e-16,9.80622114634314e-09,3.19459916028571e-06,4.63519898102652e-05
"112",-6.224,3.99953052433174e-16,1.05276335954744e-08,3.35651174190127e-06,4.82178671068846e-05
"113",-6.208,4.51203795891681e-16,1.12490460446056e-08,3.51842432351684e-06,5.0083744403504e-05
"114",-6.192,5.02454539350187e-16,1.19704584937368e-08,3.6803369051324e-06,5.19496217001235e-05
"115",-6.176,5.53705282808693e-16,1.26918709428681e-08,3.84224948674797e-06,5.38154989967429e-05
"116",-6.16,6.049560262672e-16,1.34132833919993e-08,4.00416206836354e-06,5.56813762933624e-05
"117",-6.144,6.93474309675681e-16,1.43935514065781e-08,4.20535045719674e-06,5.78983416679663e-05
"118",-6.128,7.81992593084163e-16,1.53738194211569e-08,4.40653884602995e-06,6.01153070425701e-05
"119",-6.112,8.70510876492645e-16,1.63540874357358e-08,4.60772723486315e-06,6.2332272417174e-05
"120",-6.096,9.59029159901128e-16,1.73343554503146e-08,4.80891562369636e-06,6.45492377917779e-05
"121",-6.08,1.04754744330961e-15,1.83146234648934e-08,5.01010401252957e-06,6.67662031663818e-05
"122",-6.064,1.20013664671602e-15,1.96441674397845e-08,5.25964608652007e-06,6.93957082876632e-05
"123",-6.048,1.35272585012242e-15,2.09737114146757e-08,5.50918816051057e-06,7.20252134089447e-05
"124",-6.032,1.50531505352883e-15,2.23032553895669e-08,5.75873023450108e-06,7.46547185302262e-05
"125",-6.016,1.65790425693524e-15,2.3632799364458e-08,6.00827230849158e-06,7.72842236515077e-05
"126",-6,1.81049346034165e-15,2.49623433393492e-08,6.25781438248209e-06,7.99137287727893e-05
"127",-5.984,2.07301462495351e-15,2.67622533859381e-08,6.56677035889391e-06,8.30270259226066e-05
"128",-5.968,2.33553578956537e-15,2.85621634325271e-08,6.87572633530574e-06,8.61403230724241e-05
"129",-5.952,2.59805695417724e-15,3.03620734791161e-08,7.18468231171757e-06,8.92536202222415e-05
"130",-5.936,2.86057811878911e-15,3.2161983525705e-08,7.4936382881294e-06,9.23669173720589e-05
"131",-5.92,3.12309928340097e-15,3.3961893572294e-08,7.80259426454123e-06,9.54802145218765e-05
"132",-5.904,3.5738598680475e-15,3.63939995862978e-08,8.18441114855944e-06,9.91597374426882e-05
"133",-5.888,4.02462045269404e-15,3.88261056003017e-08,8.56622803257767e-06,0.0001028392603635
"134",-5.872,4.47538103734057e-15,4.12582116143056e-08,8.94804491659589e-06,0.000106518783284312
"135",-5.856,4.92614162198711e-15,4.36903176283095e-08,9.32986180061411e-06,0.000110198306205124
"136",-5.84,5.37690220663365e-15,4.61224236423134e-08,9.71167868463234e-06,0.000113877829125936
"137",-5.824,6.14933329456605e-15,4.94025532464825e-08,1.01826704598696e-05,0.000118218734908925
"138",-5.808,6.92176438249846e-15,5.26826828506516e-08,1.06536622351069e-05,0.000122559640691915
"139",-5.792,7.69419547043087e-15,5.59628124548207e-08,1.11246540103441e-05,0.000126900546474905
"140",-5.776,8.46662655836328e-15,5.92429420589899e-08,1.15956457855814e-05,0.000131241452257894
"141",-5.76,9.23905764629569e-15,6.25230716631591e-08,1.20666375608187e-05,0.000135582358040884
"142",-5.744,1.05600385856463e-14,6.69384639442164e-08,1.2646553748856e-05,0.000140694242864106
"143",-5.728,1.1881019524997e-14,7.13538562252739e-08,1.32264699368934e-05,0.000145806127687329
"144",-5.712,1.32020004643477e-14,7.57692485063313e-08,1.38063861249307e-05,0.000150918012510551
"145",-5.696,1.45229814036983e-14,8.01846407873887e-08,1.43863023129681e-05,0.000156029897333774
